vehicle_id,timestamp,gps_latitude,gps_longitude,lidar_points,radar_objects,camera_objects,packet_drop_rate,packet_delivery_ratio,latency_ms,throughput_kbps,collision_detected,obstacle_detection_accuracy,decision_accuracy
1004,01/01/2025 00:09,37.6136152,-121.3775691,21207,45,26,0.075,0.877,185,412,0,0.86,0.81
1096,01/01/2025 00:09,37.18649143,-121.0282441,22543,5,34,0.176,0.735,237,952,0,0.73,0.7
1093,01/01/2025 00:09,37.26321226,-121.6084829,15164,31,30,0.082,0.804,192,953,0,0.82,0.93
1093,01/01/2025 00:09,37.99725945,-121.7103842,27378,6,5,0.232,0.867,105,826,0,0.99,0.97
1078,01/01/2025 00:09,37.26129839,-121.6122054,24463,47,10,0.174,0.997,276,985,0,0.99,1
1038,01/01/2025 00:09,37.46687354,-121.6907009,17538,14,21,0.128,0.918,186,111,0,0.98,0.85
1015,01/01/2025 00:09,37.38531007,-121.9149109,27730,14,35,0.009,0.791,21,560,0,0.88,0.79
1089,01/01/2025 00:09,37.68825845,-121.6540153,10843,34,8,0.283,0.963,183,901,1,0.79,0.92
1063,01/01/2025 00:09,37.33549667,-121.4146751,27059,5,14,0.149,0.768,40,572,0,0.81,0.92
1075,01/01/2025 00:09,37.68294996,-121.8172071,23320,35,43,0.241,0.815,103,549,0,0.76,0.81
1082,01/01/2025 00:09,37.96080196,-121.1663374,26546,39,38,0.118,0.894,292,524,0,0.73,0.87
1046,01/01/2025 00:09,37.25238667,-121.2646391,15058,33,26,0.255,0.823,162,608,0,0.75,0.95
1058,01/01/2025 00:09,37.3706771,-121.4414144,25064,17,26,0.048,0.919,44,793,0,0.84,0.76
1098,01/01/2025 00:09,37.34217513,-121.2625056,17219,13,11,0.069,0.895,189,888,0,0.71,0.71
1019,01/01/2025 00:09,37.30035728,-121.6833342,24436,44,43,0.1,0.9,48,987,0,0.98,0.86
1020,01/01/2025 00:09,37.27028487,-121.7998652,12671,47,41,0.027,0.826,200,450,0,0.87,0.9
1052,01/01/2025 00:09,37.63004268,-121.1577263,10858,45,19,0.133,0.717,156,501,0,0.75,0.87
1078,01/01/2025 00:09,37.5481099,-121.1812064,20041,15,23,0.146,0.962,116,561,0,0.82,0.88
1053,01/01/2025 00:09,37.50866666,-121.2640462,12514,28,14,0.034,0.722,155,964,0,0.81,0.82
1048,01/01/2025 00:09,37.80058748,-121.7436915,26954,29,41,0.128,0.839,127,401,0,0.95,0.9
1015,01/01/2025 00:09,37.14653022,-121.6563422,21367,17,41,0.059,0.791,217,874,0,0.74,0.71
1015,01/01/2025 00:09,37.16972534,-121.6194251,19185,18,8,0.263,0.789,88,887,0,0.83,0.75
1022,01/01/2025 00:09,37.51306107,-121.8157633,19359,45,45,0.153,0.768,294,999,0,0.91,0.83
1067,01/01/2025 00:09,37.35372715,-121.2399621,14345,7,29,0.286,0.781,282,110,0,0.81,0.98
1092,01/01/2025 00:10,37.1737889,-121.8153035,10387,10,32,0.102,0.987,24,873,0,0.81,0.89
1036,01/01/2025 00:10,37.69063266,-121.7782493,20990,17,48,0.102,0.992,177,458,0,0.8,0.81
1023,01/01/2025 00:10,37.49607504,-121.951826,13366,5,22,0.102,0.871,84,341,0,0.93,0.84
1060,01/01/2025 00:10,37.20223823,-121.3366507,18238,33,39,0.08,0.857,268,746,0,0.74,0.95
1007,01/01/2025 00:10,37.26440529,-121.0710014,25833,18,23,0.235,0.715,175,144,0,0.96,0.86
1068,01/01/2025 00:10,37.72305266,-121.5162355,23231,16,46,0.085,0.941,134,129,0,0.72,0.71
1028,01/01/2025 00:10,37.32747322,-121.1022037,22860,30,24,0.086,0.751,255,461,0,0.8,0.83
1009,01/01/2025 00:10,37.20451849,-121.159,24453,27,43,0.014,0.743,185,639,0,0.82,0.82
1055,01/01/2025 00:10,37.96560106,-121.2052984,26864,7,37,0.29,0.827,66,457,0,0.82,0.97
1072,01/01/2025 00:10,37.08804469,-121.8323597,19223,18,5,0.266,0.804,213,838,0,0.76,0.79
1021,01/01/2025 00:10,37.14691403,-121.6226805,22069,38,5,0.088,0.729,186,667,0,0.88,0.72
1009,01/01/2025 00:10,37.71727855,-121.3361609,27513,27,45,0.156,0.744,232,228,0,0.84,0.81
1083,01/01/2025 00:10,37.42571128,-121.6556436,28388,14,49,0.145,0.998,281,443,0,0.87,0.71
1019,01/01/2025 00:10,37.7529313,-121.2891088,20807,8,23,0.026,0.92,270,415,0,0.88,0.95
1050,01/01/2025 00:10,37.55277807,-121.7127092,21820,43,13,0.159,0.88,218,531,0,0.76,0.88
1090,01/01/2025 00:10,37.04021549,-121.6073844,10531,14,18,0.034,0.791,72,127,0,0.98,0.84
1009,01/01/2025 00:10,37.68414794,-121.2684886,22222,28,7,0.13,0.829,250,282,0,0.95,0.81
1082,01/01/2025 00:10,37.80576336,-121.8821158,16326,38,34,0.026,0.888,65,709,0,0.95,0.83
1040,01/01/2025 00:10,37.55267487,-121.2132189,15025,28,45,0.177,0.935,241,436,0,0.86,0.94
1093,01/01/2025 00:10,37.30755929,-121.2874273,20090,29,5,0.015,0.984,198,187,0,0.95,0.75
1079,01/01/2025 00:10,37.01552185,-121.5503715,19928,19,9,0.189,0.737,277,898,0,0.89,0.72
1039,01/01/2025 00:10,37.90668242,-121.5624746,17210,16,27,0.212,0.757,147,542,0,0.84,0.87
1075,01/01/2025 00:10,37.70697973,-121.0933357,25756,5,10,0.171,0.87,181,640,1,0.93,0.96
1004,01/01/2025 00:10,37.04479688,-121.2837273,29457,46,24,0.141,0.982,229,895,0,0.88,0.87
1042,01/01/2025 00:10,37.84059182,-121.3798344,19427,13,46,0.018,0.836,224,945,0,0.7,0.94
1066,01/01/2025 00:10,37.05306115,-121.1358218,12140,18,12,0.003,0.89,285,525,0,1,0.97
1023,01/01/2025 00:10,37.71147612,-121.6683873,14217,45,35,0.103,0.788,260,803,0,0.83,0.72
1089,01/01/2025 00:10,37.69406719,-121.7133004,27108,35,19,0.231,0.944,123,991,0,0.87,0.88
1030,01/01/2025 00:10,37.91614811,-121.7901898,26777,28,30,0.194,0.882,224,765,0,0.82,0.95
1058,01/01/2025 00:10,37.16542969,-121.4797678,27847,14,37,0.038,0.815,126,588,0,0.73,0.89
1066,01/01/2025 00:10,37.56727125,-121.0119038,25615,46,43,0.206,0.863,292,995,0,0.95,0.88
1062,01/01/2025 00:10,37.54470387,-121.0715421,20164,47,36,0.172,0.908,214,335,0,0.9,0.94
1000,01/01/2025 00:10,37.03497922,-121.5446952,28681,22,5,0.05,0.764,98,110,0,0.95,0.91
1074,01/01/2025 00:10,37.63830777,-121.8886609,23928,7,9,0.227,0.802,227,755,0,0.85,0.85
1068,01/01/2025 00:10,37.25402935,-121.1254086,29257,16,26,0.249,0.775,84,519,0,0.94,0.71
1070,01/01/2025 00:10,37.33249157,-121.0773965,29685,39,35,0.07,0.988,82,384,0,0.94,0.88
1032,01/01/2025 00:10,37.24135392,-121.8286337,22756,48,46,0.191,0.713,234,446,0,0.8,0.76
1076,01/01/2025 00:10,37.05592319,-121.1165419,14560,27,9,0.113,0.717,188,896,0,0.7,0.78
1062,01/01/2025 00:10,37.16662813,-121.5537193,12155,26,12,0.018,0.807,89,707,0,0.96,0.9
1041,01/01/2025 00:10,37.20730805,-121.9883362,20296,15,10,0.258,0.861,250,510,0,0.76,0.84
1030,01/01/2025 00:10,37.57732557,-121.0568746,12179,27,14,0.246,0.799,221,366,0,0.96,0.92
1051,01/01/2025 00:10,37.13495628,-121.9571969,27485,16,44,0.095,0.957,170,784,0,0.89,0.82
1049,01/01/2025 00:10,37.9207139,-121.9653918,26223,33,42,0.159,0.751,86,299,1,0.89,0.96
1012,01/01/2025 00:10,37.23178658,-121.036522,15537,29,45,0.154,0.809,44,788,0,0.77,0.83
1064,01/01/2025 00:10,37.65174466,-121.7854134,10995,28,20,0.053,0.846,77,920,0,0.82,0.85
1037,01/01/2025 00:10,37.15758143,-121.4443696,19377,8,32,0.044,0.761,72,462,0,0.79,0.74
1038,01/01/2025 00:10,37.7951327,-121.0573003,25301,41,5,0.253,0.787,103,423,0,0.76,0.85
1096,01/01/2025 00:10,37.07151272,-121.0599906,28215,33,22,0.26,0.984,140,535,0,0.92,0.77
1041,01/01/2025 00:10,37.73759332,-121.8258844,16690,7,43,0.218,0.856,100,220,0,0.73,0.93
1098,01/01/2025 00:10,37.39316544,-121.4864542,26910,35,48,0.022,0.961,175,303,0,0.85,0.91
1038,01/01/2025 00:10,37.4655193,-121.9930465,21058,29,46,0.273,0.781,271,771,0,0.86,0.7
1041,01/01/2025 00:10,37.36631918,-121.909617,27427,41,43,0.294,0.884,17,286,0,0.99,0.85
1072,01/01/2025 00:10,37.40204745,-121.0518515,24811,27,41,0.233,0.929,97,815,0,0.96,0.71
1069,01/01/2025 00:10,37.00532521,-121.5848391,26164,26,15,0.106,0.826,164,854,0,0.85,0.87
1072,01/01/2025 00:10,37.02614935,-121.8498099,15157,33,7,0.122,0.887,278,803,0,0.95,0.97
1090,01/01/2025 00:10,37.79393623,-121.3685952,19876,40,33,0.261,0.959,221,923,0,0.94,0.96
1041,01/01/2025 00:10,37.21348502,-121.82667,11239,17,8,0.084,0.742,142,827,0,0.71,0.77
1028,01/01/2025 00:10,37.60729737,-121.0198579,20249,7,35,0.043,0.806,67,183,0,0.98,0.74
1067,01/01/2025 00:10,37.65332542,-121.3291508,10099,26,15,0.247,0.947,165,405,0,0.91,0.94
1024,01/01/2025 00:10,37.69798119,-121.6313223,29157,40,34,0.058,0.769,46,333,0,0.9,0.86
1015,01/01/2025 00:11,37.5973417,-121.6188495,20153,14,19,0.272,0.867,230,106,0,0.91,0.83
1056,01/01/2025 00:11,37.62878682,-121.0830662,18292,13,19,0.179,0.831,243,963,0,0.77,0.94
1033,01/01/2025 00:11,37.58150472,-121.1049745,17447,23,36,0.167,0.899,132,726,0,0.71,0.78
1074,01/01/2025 00:11,37.92817866,-121.0500183,13075,12,33,0.233,0.9,144,617,0,0.77,0.77
1008,01/01/2025 00:11,37.66458522,-121.5463522,14246,37,47,0.005,0.874,99,310,0,0.94,0.88
1034,01/01/2025 00:11,37.35293496,-121.1492504,28473,24,32,0.214,0.984,248,663,0,0.88,0.78
1026,01/01/2025 00:11,37.35663638,-121.5151649,16162,34,25,0.18,0.753,195,757,0,0.81,0.83
1038,01/01/2025 00:11,37.07960677,-121.3670306,12963,39,42,0.157,0.951,92,879,0,0.77,0.84
1044,01/01/2025 00:11,37.99178528,-121.4925922,15531,35,43,0.065,0.847,83,846,0,0.94,0.76
1059,01/01/2025 00:11,37.89076562,-121.3917753,13607,23,15,0.249,0.899,193,722,0,0.84,0.72
1091,01/01/2025 00:11,37.0430689,-121.4905289,26346,18,36,0.075,0.782,119,776,0,0.88,0.93
1042,01/01/2025 00:11,37.86177895,-121.845158,21499,14,31,0.147,0.728,237,365,0,0.7,0.94
1060,01/01/2025 00:11,37.13842414,-121.8916144,26129,7,28,0.047,0.933,119,954,0,0.83,0.88
1068,01/01/2025 00:11,37.23904894,-121.0589051,24840,38,41,0.292,0.776,271,120,0,0.7,0.74
1015,01/01/2025 00:11,37.68078556,-121.4902661,14219,32,5,0.058,0.817,97,985,0,0.94,0.84
1091,01/01/2025 00:11,37.73021446,-121.0581466,12560,23,36,0.241,0.714,295,752,0,0.77,0.75
1001,01/01/2025 00:11,37.50574974,-121.3141834,11418,43,5,0.079,0.895,18,353,0,0.75,0.96
1073,01/01/2025 00:11,37.96774353,-121.9110268,17858,30,49,0.077,0.906,74,677,0,0.98,0.91
1018,01/01/2025 00:11,37.48961498,-121.7984377,25035,8,38,0.127,0.97,248,757,0,0.71,0.71
1063,01/01/2025 00:11,37.25836028,-121.2322606,20910,16,22,0.254,0.967,143,902,0,0.76,0.7
1019,01/01/2025 00:11,37.00905989,-121.8221808,17197,30,33,0.206,0.912,216,979,0,0.77,1
1057,01/01/2025 00:11,37.8673008,-121.9922767,15015,11,10,0.261,0.797,105,197,0,0.95,0.71
1059,01/01/2025 00:11,37.39530955,-121.8882327,14625,7,35,0.014,0.812,181,332,0,0.91,0.96
1058,01/01/2025 00:11,37.78253765,-121.5232588,18377,30,18,0.287,0.815,46,557,0,0.99,0.99
1050,01/01/2025 00:11,37.77385375,-121.8367378,16445,6,15,0.023,0.739,111,200,0,0.91,0.79
1034,01/01/2025 00:11,37.04356672,-121.9549847,24354,16,9,0.216,0.984,237,892,1,0.77,0.86
1009,01/01/2025 00:11,37.82157395,-121.2564071,21275,36,26,0.062,0.945,243,251,0,0.75,0.89
1035,01/01/2025 00:11,37.28914781,-121.0278866,25577,42,17,0.252,0.744,50,592,0,0.93,0.86
1052,01/01/2025 00:11,37.84123084,-121.021517,20643,15,16,0.259,0.984,57,906,0,0.97,0.76
1053,01/01/2025 00:11,37.49217193,-121.1000163,12565,36,45,0.165,0.953,267,927,0,0.97,0.87
1015,01/01/2025 00:11,37.59159095,-121.9808148,15510,49,8,0.121,0.976,161,837,0,0.93,0.78
1049,01/01/2025 00:11,37.10137058,-121.7598918,16454,19,42,0.238,0.786,19,637,1,0.94,0.75
1025,01/01/2025 00:11,37.37928897,-121.8623066,16624,10,8,0.262,0.801,140,866,0,0.9,0.85
1030,01/01/2025 00:11,37.97089423,-121.3597898,20185,30,34,0.221,0.841,199,909,0,0.92,0.81
1060,01/01/2025 00:11,37.92589047,-121.1504204,27531,12,5,0.272,0.767,263,906,0,0.73,0.71
1041,01/01/2025 00:11,37.99420133,-121.4280979,20766,12,35,0.188,0.84,175,680,0,0.8,0.98
1000,01/01/2025 00:11,37.51021564,-121.6533275,29294,42,46,0.201,0.703,94,937,0,0.84,0.71
1086,01/01/2025 00:11,37.81827424,-121.0880928,29863,12,27,0.172,0.963,34,963,0,0.9,0.97
1041,01/01/2025 00:11,37.45504904,-121.4948168,22572,21,18,0.146,0.749,203,396,0,0.83,0.76
1048,01/01/2025 00:11,37.94140129,-121.8253149,16342,43,39,0.196,0.85,45,771,0,0.81,0.74
1090,01/01/2025 00:11,37.9859905,-121.4666276,15921,23,21,0.168,0.979,181,619,0,0.87,0.72
1018,01/01/2025 00:11,37.87779287,-121.9818695,27875,7,36,0.219,0.946,261,117,0,0.82,0.83
1079,01/01/2025 00:11,37.62116326,-121.9614862,12142,45,40,0.28,0.933,173,797,0,0.72,0.88
1056,01/01/2025 00:11,37.98895394,-121.3724063,26278,13,27,0.112,0.882,252,985,0,0.99,0.97
1007,01/01/2025 00:11,37.98374272,-121.2767312,24406,37,38,0.123,0.831,44,740,0,0.98,0.94
1061,01/01/2025 00:11,37.47507907,-121.8616792,10758,36,42,0.005,0.834,153,763,0,0.71,0.75
1079,01/01/2025 00:11,37.30377141,-121.4665839,10566,36,45,0.158,0.726,173,274,0,0.86,0.75
1075,01/01/2025 00:11,37.18742074,-121.2273684,17116,10,43,0.039,0.719,198,948,0,0.91,0.7
1008,01/01/2025 00:11,37.67701242,-121.1176617,23094,33,26,0.215,0.953,232,674,0,0.88,0.91
1006,01/01/2025 00:11,37.03479765,-121.5259788,25640,41,46,0.234,0.823,78,503,0,0.81,0.71
1039,01/01/2025 00:11,37.76382783,-121.8778353,26481,21,6,0.217,0.716,183,125,0,0.94,0.74
1060,01/01/2025 00:11,37.05132044,-121.9308101,16403,23,24,0.164,0.899,151,213,0,0.88,0.89
1022,01/01/2025 00:11,37.26537194,-121.1434169,25575,35,18,0.16,0.905,110,321,0,0.77,0.75
1040,01/01/2025 00:11,37.49799729,-121.9223742,26705,23,42,0.194,0.768,285,200,0,0.88,0.75
1071,01/01/2025 00:11,37.09743293,-121.1822027,12945,27,41,0.166,0.823,37,446,0,0.78,0.77
1022,01/01/2025 00:11,37.03629767,-121.5631135,12445,39,41,0.225,0.872,271,522,0,0.88,0.82
1083,01/01/2025 00:11,37.47980236,-121.5635628,10689,18,16,0.268,0.879,210,122,0,0.93,0.7
1010,01/01/2025 00:11,37.88675624,-121.4814104,22197,5,32,0.161,0.853,287,445,0,0.79,0.92
1000,01/01/2025 00:11,37.40831443,-121.8642169,14315,37,12,0.033,0.809,262,104,0,0.78,0.93
1048,01/01/2025 00:11,37.20027934,-121.2574555,20901,40,33,0.039,0.721,145,113,0,0.92,0.81
1043,01/01/2025 00:12,37.40835068,-121.699996,23097,5,25,0.113,0.707,138,198,0,0.85,0.94
1068,01/01/2025 00:12,37.72263448,-121.402221,27888,24,43,0.149,0.838,80,355,0,0.74,0.79
1013,01/01/2025 00:12,37.04136264,-121.994666,18933,26,22,0.068,0.761,198,728,0,0.86,1
1006,01/01/2025 00:12,37.03074545,-121.7184819,19459,39,23,0.136,0.982,176,835,0,0.9,0.82
1059,01/01/2025 00:12,37.46278196,-121.9595209,18632,7,14,0.041,0.892,90,528,0,0.85,0.9
1023,01/01/2025 00:12,37.67669423,-121.6863897,17845,16,13,0.072,0.876,59,551,0,0.89,0.8
1003,01/01/2025 00:12,37.61375717,-121.8738138,11288,47,27,0.22,0.822,205,633,0,0.81,0.84
1026,01/01/2025 00:12,37.63782127,-121.9299568,28174,41,34,0.296,0.799,238,212,0,0.96,0.89
1061,01/01/2025 00:12,37.16571792,-121.1520225,23143,17,26,0.056,0.754,274,644,0,0.77,0.8
1006,01/01/2025 00:12,37.53873531,-121.6350993,28460,16,33,0.102,0.718,18,880,0,0.78,0.9
1053,01/01/2025 00:12,37.37792274,-121.174664,10964,6,10,0.105,0.89,85,427,0,0.93,0.74
1087,01/01/2025 00:12,37.11049537,-121.107339,10827,24,39,0.067,0.934,160,713,0,0.72,0.85
1072,01/01/2025 00:12,37.12806266,-121.4939474,12470,5,18,0.061,0.957,241,529,0,1,0.78
1064,01/01/2025 00:12,37.64534341,-121.4321674,24170,45,9,0.04,0.917,274,300,0,0.89,0.98
1097,01/01/2025 00:12,37.95722064,-121.3534414,28887,39,22,0.272,0.969,187,207,0,0.94,0.95
1094,01/01/2025 00:12,37.10629975,-121.3552913,18156,28,39,0.195,0.995,130,511,0,0.88,0.85
1086,01/01/2025 00:12,37.49489043,-121.4698243,15435,42,34,0.087,0.989,52,228,0,0.94,0.84
1066,01/01/2025 00:12,37.24792643,-121.4056504,23999,30,11,0.077,0.878,139,242,0,0.83,0.95
1019,01/01/2025 00:12,37.28160823,-121.5588978,27710,15,38,0.177,0.767,248,500,0,0.87,0.91
1057,01/01/2025 00:12,37.22445427,-121.0838556,14872,47,42,0.209,0.732,294,559,0,0.9,0.9
1047,01/01/2025 00:12,37.54569148,-121.2786981,15967,19,46,0.076,0.998,159,410,0,0.97,0.86
1025,01/01/2025 00:12,37.05671298,-121.6850785,10090,10,23,0.104,0.793,120,218,0,0.71,0.96
1033,01/01/2025 00:12,37.74249739,-121.6649741,16465,44,49,0.087,0.71,143,320,0,0.73,0.76
1031,01/01/2025 00:12,37.60672995,-121.5447728,14539,13,15,0.026,0.817,248,923,0,0.91,0.96
1096,01/01/2025 00:12,37.38483098,-121.9683444,28462,10,45,0.116,0.924,194,113,0,0.8,0.86
1039,01/01/2025 00:12,37.21785027,-121.0086194,15297,21,21,0.16,0.967,217,688,0,0.9,0.89
1004,01/01/2025 00:12,37.53631932,-121.5321575,19175,27,15,0.197,0.843,145,216,0,0.77,0.99
1009,01/01/2025 00:12,37.95515277,-121.2249399,27282,35,49,0.125,0.788,198,155,1,0.89,0.83
1099,01/01/2025 00:12,37.70810614,-121.8418157,26239,20,32,0.295,0.934,81,845,0,0.84,0.9
1093,01/01/2025 00:12,37.27935564,-121.3907887,19145,26,7,0.188,0.851,266,224,0,0.74,0.86
1072,01/01/2025 00:12,37.74291784,-121.6182922,13139,20,14,0.266,0.726,276,984,0,0.98,0.98
1045,01/01/2025 00:12,37.5040409,-121.1100735,16685,49,28,0.275,0.966,17,124,0,0.94,0.85
1031,01/01/2025 00:12,37.04801764,-121.0674611,19282,16,37,0.246,0.897,60,702,0,0.93,0.78
1060,01/01/2025 00:12,37.61753611,-121.3751829,10185,13,30,0.081,0.711,296,507,0,0.91,0.84
1084,01/01/2025 00:12,37.23389465,-121.939063,24412,10,9,0.129,0.703,173,192,0,0.71,0.98
1041,01/01/2025 00:12,37.40965886,-121.5333915,28957,8,28,0,0.726,209,257,0,0.85,0.85
1025,01/01/2025 00:12,37.47846759,-121.9830704,18329,42,48,0.135,0.947,100,318,0,0.93,0.74
1022,01/01/2025 00:12,37.79930788,-121.4819881,26149,21,30,0.088,0.844,294,618,0,0.77,0.86
1008,01/01/2025 00:12,37.58006842,-121.498583,18894,14,11,0.034,0.801,245,240,0,0.88,0.82
1068,01/01/2025 00:12,37.34009641,-121.5827373,18365,44,16,0.252,0.775,91,746,0,0.98,0.89
1054,01/01/2025 00:12,37.6572486,-121.6629924,18484,39,43,0.202,0.852,210,710,0,0.93,0.77
1007,01/01/2025 00:12,37.19209508,-121.4210351,10788,25,48,0.3,0.725,173,809,0,0.86,0.8
1055,01/01/2025 00:12,37.82279271,-121.8232103,21650,23,40,0.15,0.885,264,633,0,0.79,0.85
1054,01/01/2025 00:12,37.20143029,-121.973675,19618,31,21,0.099,0.814,47,926,0,0.89,0.74
1042,01/01/2025 00:12,37.55853183,-121.2133043,10206,15,20,0.079,0.958,278,497,0,0.91,0.76
1074,01/01/2025 00:12,37.20512814,-121.2144077,28685,10,35,0.131,0.926,177,632,0,0.89,0.94
1055,01/01/2025 00:12,37.32556303,-121.4205985,21031,45,22,0.093,0.706,289,629,0,0.93,0.98
1035,01/01/2025 00:12,37.42248847,-121.1699117,23256,47,36,0.297,0.75,198,147,0,0.78,0.99
1017,01/01/2025 00:12,37.36741954,-121.4870555,19350,32,6,0.055,0.842,240,192,0,0.85,0.98
1030,01/01/2025 00:12,37.93386655,-121.9934524,16106,7,14,0.006,0.898,87,125,0,0.86,0.98
1007,01/01/2025 00:12,37.22349075,-121.8517228,18317,45,43,0.039,0.915,81,138,0,0.73,0.95
1099,01/01/2025 00:12,37.18014984,-121.540431,27806,49,18,0.267,0.945,149,264,0,0.75,0.92
1018,01/01/2025 00:12,37.51753634,-121.1377249,13563,28,14,0.208,0.715,193,801,0,0.79,0.77
1021,01/01/2025 00:12,37.94891599,-121.7744179,18916,41,32,0.235,0.706,243,547,0,0.71,0.83
1065,01/01/2025 00:12,37.50332881,-121.9659551,21337,17,28,0.096,0.88,242,981,0,0.77,0.82
1010,01/01/2025 00:12,37.95937448,-121.5874977,26470,19,44,0.187,0.917,16,592,0,0.86,0.92
1066,01/01/2025 00:12,37.1903554,-121.9332784,21780,13,38,0.212,0.936,135,545,0,0.86,0.84
1032,01/01/2025 00:12,37.01025638,-121.4495727,21962,43,45,0.098,0.747,85,583,0,0.77,0.81
1073,01/01/2025 00:12,37.3029452,-121.9443788,12757,39,13,0.217,0.991,241,767,0,0.98,0.94
1052,01/01/2025 00:12,37.63819851,-121.9833727,24357,49,33,0.189,0.769,253,500,0,0.84,0.92
1044,01/01/2025 00:13,37.59205001,-121.056752,14123,22,49,0.089,0.775,263,879,0,0.89,0.81
1066,01/01/2025 00:13,37.24172446,-121.3347042,15232,47,45,0.016,0.746,170,639,0,0.71,0.83
1038,01/01/2025 00:13,37.66157415,-121.8805115,17693,7,40,0.071,0.713,140,315,1,0.82,0.97
1036,01/01/2025 00:13,37.83024732,-121.443789,21439,32,13,0.186,0.943,163,130,0,0.86,0.92
1097,01/01/2025 00:13,37.68719637,-121.7416165,16022,20,45,0.18,0.702,253,596,0,0.79,0.91
1049,01/01/2025 00:13,37.72785755,-121.2389155,14302,46,15,0.152,0.839,242,355,0,0.75,0.91
1027,01/01/2025 00:13,37.30760679,-121.1858011,27311,45,25,0.075,0.728,43,283,0,0.76,0.73
1013,01/01/2025 00:13,37.52920831,-121.4923935,18853,47,17,0.133,0.713,204,512,0,0.84,0.87
1051,01/01/2025 00:13,37.04270531,-121.5905054,22589,27,28,0.043,0.98,87,730,0,0.72,0.79
1091,01/01/2025 00:13,37.35908134,-121.6828039,16996,36,5,0.199,0.948,246,902,0,0.77,0.73
1029,01/01/2025 00:13,37.81572275,-121.9671599,12770,14,39,0.261,0.818,151,992,0,0.92,0.92
1029,01/01/2025 00:13,37.79010959,-121.4392746,27036,42,39,0.139,0.838,90,240,0,0.76,0.79
1026,01/01/2025 00:13,37.94080004,-121.491073,14077,42,25,0.064,0.96,88,470,0,0.74,0.79
1065,01/01/2025 00:13,37.96876322,-121.7869752,18557,17,9,0.248,0.939,117,528,0,0.73,0.89
1076,01/01/2025 00:13,37.97267252,-121.4679487,28936,19,25,0.094,0.907,186,684,0,1,0.9
1038,01/01/2025 00:13,37.1573813,-121.5323681,25403,32,8,0.178,0.861,249,514,0,0.73,0.84
1041,01/01/2025 00:13,37.12063359,-121.7393211,24615,17,37,0.023,0.882,188,570,1,0.83,0.87
1027,01/01/2025 00:13,37.87508227,-121.2569028,16140,39,40,0.215,0.818,125,990,0,0.85,0.95
1083,01/01/2025 00:13,37.38313751,-121.754121,26839,6,12,0.138,0.858,40,755,0,0.99,0.73
1062,01/01/2025 00:13,37.35718337,-121.5489602,28544,5,33,0.127,0.862,151,344,0,0.97,0.72
1054,01/01/2025 00:13,37.53367224,-121.466581,14326,45,11,0.28,0.959,252,658,0,0.77,0.9
1017,01/01/2025 00:13,37.45141245,-121.1886508,12609,36,5,0.147,0.766,133,235,0,0.73,0.88
1033,01/01/2025 00:13,37.2230405,-121.5794503,28665,34,9,0.005,0.774,37,787,0,0.83,0.76
1056,01/01/2025 00:13,37.84461242,-121.7930012,24289,26,17,0.288,0.763,254,820,1,0.73,0.86
1044,01/01/2025 00:13,37.90926103,-121.985183,12617,8,30,0.004,0.874,21,291,0,0.96,0.92
1080,01/01/2025 00:13,37.74750637,-121.7479409,21951,28,16,0.161,0.909,79,405,0,0.91,0.92
1037,01/01/2025 00:13,37.04807212,-121.2494743,16884,18,12,0.19,0.772,106,246,0,0.98,0.88
1022,01/01/2025 00:13,37.11791653,-121.1795267,20079,21,38,0.268,0.903,65,142,0,0.87,0.74
1030,01/01/2025 00:13,37.3460111,-121.3993103,10071,18,26,0.204,0.888,14,464,0,0.81,0.79
1008,01/01/2025 00:13,37.55671026,-121.0516717,12911,44,13,0.243,0.796,71,702,0,0.85,0.82
1034,01/01/2025 00:13,37.60951459,-121.4778193,18083,43,13,0.231,0.769,112,434,0,0.75,0.94
1024,01/01/2025 00:13,37.09999525,-121.5206749,26409,45,49,0.064,0.965,133,699,0,0.84,0.86
1038,01/01/2025 00:13,37.96024125,-121.1671629,24928,31,22,0.21,0.871,299,808,0,1,0.92
1029,01/01/2025 00:13,37.52957039,-121.8330049,10873,25,21,0.191,0.911,133,280,0,0.91,0.98
1004,01/01/2025 00:13,37.43174707,-121.9848606,28401,44,11,0.073,0.978,127,274,0,0.72,0.89
1027,01/01/2025 00:13,37.19111784,-121.1182033,23726,39,43,0.038,0.762,117,905,0,0.92,0.77
1006,01/01/2025 00:13,37.95084348,-121.4658885,24417,30,38,0.225,0.805,278,156,0,0.73,0.74
1041,01/01/2025 00:13,37.44739583,-121.2551031,17953,35,20,0.291,0.83,18,364,0,0.82,0.7
1041,01/01/2025 00:13,37.11778546,-121.3710778,28803,37,32,0.222,0.77,209,956,0,0.94,0.75
1056,01/01/2025 00:13,37.6143649,-121.3361124,19108,15,29,0.225,0.952,247,754,0,0.74,0.78
1082,01/01/2025 00:13,37.35015245,-121.4126616,13512,20,26,0.05,0.725,298,847,0,0.79,0.78
1063,01/01/2025 00:13,37.80799637,-121.2747996,21746,10,38,0.074,0.772,57,638,0,0.76,0.9
1088,01/01/2025 00:13,37.54546572,-121.886508,11577,38,19,0.176,0.757,159,542,0,0.96,0.75
1062,01/01/2025 00:13,37.1056992,-121.7490747,12365,45,20,0.009,0.986,187,272,0,0.74,0.83
