vehicle_id,timestamp,gps_latitude,gps_longitude,lidar_points,radar_objects,camera_objects,packet_drop_rate,packet_delivery_ratio,latency_ms,throughput_kbps,collision_detected,obstacle_detection_accuracy,decision_accuracy,modified_row_index,modified_column_name,timestamp 
1053,2025-01-01 00:07:11,37.546172439022506,-121.20085451022608,13882.0,12.0,44.0,0.212,0.789,168.0,570.0,0.0,0.88,0.77,431,,01/01/2025 00:07:11
1095,2025-01-01 00:07:12,37.73753360196379,-121.2418996635438,11733.0,6.0,21.0,0.158,0.782,254.0,628.0,0.0,0.93,0.76,432,,01/01/2025 00:07:12
1028,2025-01-01 00:07:13,37.36457984400898,-121.49624156338292,16279.0,27.0,16.0,0.032,0.738,292.0,465.0,0.0,0.73,0.96,433,,01/01/2025 00:07:13
1071,2025-01-01 00:07:14,37.16258622426933,-121.73672426774723,14785.0,45.0,31.0,0.279,0.705,229.0,647.0,0.0,0.79,0.77,434,,01/01/2025 00:07:14
1065,2025-01-01 00:07:15,37.00911136641084,-121.96614078038354,23173.0,15.0,5.0,0.183,0.748,178.0,254.0,0.0,0.82,0.86,435,,01/01/2025 00:07:15
1023,2025-01-01 00:07:16,37.54855522028011,-121.1716165041806,25181.0,20.0,44.0,0.09,0.917,292.0,147.0,0.0,0.96,0.8,436,,01/01/2025 00:07:16
1040,2025-01-01 00:07:17,37.291942445646285,-121.62224394801436,24498.0,13.0,37.0,0.147,0.991,275.0,266.0,0.0,0.9,0.85,437,,01/01/2025 00:07:17
1062,2025-01-01 00:07:18,37.21268919124635,-121.65988975717572,14126.0,36.0,17.0,0.15,0.923,298.0,521.0,0.0,0.85,0.8,438,,01/01/2025 00:07:18
1055,2025-01-01 00:07:19,37.86700972633884,-121.95550626004284,10682.0,43.0,9.0,0.158,0.956,214.0,929.0,0.0,0.79,0.79,439,,01/01/2025 00:07:19
1013,2025-01-01 00:07:20,37.72516779326319,-121.84867067385412,20540.0,40.0,41.0,0.149,0.936,168.0,551.0,0.0,0.93,0.83,440,,01/01/2025 00:07:20
1052,2025-01-01 00:07:21,37.99017554935858,-121.6320846044359,24963.0,27.0,44.0,0.169,0.789,164.0,568.0,0.0,0.97,0.8,441,,01/01/2025 00:07:21
1043,2025-01-01 00:07:22,37.6615646998422,-121.30917041911192,20451.0,34.0,47.0,0.118,0.919,278.0,910.0,0.0,0.86,0.95,442,,01/01/2025 00:07:22
1042,2025-01-01 00:07:23,37.8953661839559,-121.79267148988576,15126.0,14.0,32.0,0.044,0.925,185.0,725.0,0.0,0.71,0.87,443,,01/01/2025 00:07:23
1000,2025-01-01 00:07:24,37.11833610640512,-121.83638921525134,11225.0,35.0,28.0,0.199,0.778,67.0,485.0,0.0,0.78,0.75,444,,01/01/2025 00:07:24
1096,2025-01-01 00:07:25,37.72276281160388,-121.73770361826452,14741.0,48.0,24.0,0.238,0.976,262.0,989.0,0.0,0.92,0.77,445,,01/01/2025 00:07:25
1010,2025-01-01 00:07:26,37.08622445756477,-121.71656644130182,11240.0,30.0,44.0,0.252,0.999,107.0,188.0,0.0,0.82,0.72,446,,01/01/2025 00:07:26
1019,2025-01-01 00:07:27,37.09457047167354,-121.5900172126678,22081.0,43.0,46.0,0.007,0.868,56.0,521.0,0.0,0.89,0.79,447,,01/01/2025 00:07:27
1078,2025-01-01 00:07:28,37.85783548219479,-121.63906410983442,25029.0,46.0,41.0,0.121,0.795,213.0,798.0,0.0,0.86,0.9,448,,01/01/2025 00:07:28
1091,2025-01-01 00:07:29,37.36008526644876,-121.92607631506922,20875.0,34.0,24.0,0.294,0.807,111.0,787.0,0.0,0.97,0.75,449,,01/01/2025 00:07:29
1020,2025-01-01 00:07:30,37.31643250450952,-121.3820879157398,18021.0,6.0,27.0,0.019,0.875,,433.0,0.0,0.79,0.73,450,latency_ms,01/01/2025 00:07:30
1086,2025-01-01 00:07:31,37.18378306461028,-121.86953706092388,24748.0,33.0,7.0,0.236,0.702,274.0,240.0,0.0,,0.8,451,obstacle_detection_accuracy,01/01/2025 00:07:31
1072,2025-01-01 00:07:32,37.484942521193865,-121.13156892151824,27087.0,36.0,9.0,0.038,0.793,86.0,271.0,0.0,0.72,0.88,452,,01/01/2025 00:07:32
1019,2025-01-01 00:07:33,37.203582623120624,-121.14048615558606,17622.0,48.0,19.0,0.247,0.715,44.0,630.0,0.0,0.94,0.84,453,,01/01/2025 00:07:33
1016,2025-01-01 00:07:34,37.537847560219085,-121.9276124194889,20850.0,42.0,9.0,0.202,0.887,120.0,159.0,0.0,0.8,0.8,454,,01/01/2025 00:07:34
1062,2025-01-01 00:07:35,37.66043807064331,-121.58690101832671,17014.0,25.0,38.0,0.218,0.881,200.0,770.0,0.0,0.92,0.96,455,,01/01/2025 00:07:35
1078,2025-01-01 00:07:36,37.65491120212232,-121.52311862112802,15523.0,31.0,43.0,0.293,0.877,235.0,645.0,0.0,0.7,0.84,456,,01/01/2025 00:07:36
1004,2025-01-01 00:07:37,37.364649612070686,-121.0041319000777,25129.0,28.0,43.0,0.282,0.745,230.0,780.0,0.0,0.96,0.84,457,,01/01/2025 00:07:37
1045,2025-01-01 00:07:38,37.70403781345589,-121.74874088809646,29718.0,38.0,27.0,0.091,0.983,36.0,556.0,0.0,0.99,0.71,458,,01/01/2025 00:07:38
1051,2025-01-01 00:07:39,37.2660840099884,-121.36404975512109,18574.0,27.0,21.0,0.113,0.86,109.0,883.0,1.0,0.84,0.89,459,,01/01/2025 00:07:39
1096,2025-01-01 00:07:40,37.80768117436767,-121.54291143801038,15281.0,18.0,13.0,0.122,0.867,91.0,827.0,0.0,0.84,0.84,460,,01/01/2025 00:07:40
1093,2025-01-01 00:07:41,37.0001151092571,-121.23140678675968,12437.0,43.0,8.0,0.054,0.863,15.0,683.0,0.0,0.88,0.74,461,,01/01/2025 00:07:41
1079,2025-01-01 00:07:42,37.96656511265135,-121.75156248218964,16623.0,9.0,34.0,0.114,0.857,231.0,328.0,0.0,0.99,0.77,462,,01/01/2025 00:07:42
1035,2025-01-01 00:07:43,37.433573205497886,-121.3190787959796,12730.0,13.0,18.0,0.294,0.982,31.0,386.0,1.0,0.87,0.76,463,,01/01/2025 00:07:43
1048,2025-01-01 00:07:44,37.33399587080679,-121.87010855356884,27338.0,49.0,34.0,0.147,0.881,130.0,451.0,0.0,0.72,0.74,464,,01/01/2025 00:07:44
1037,2025-01-01 00:07:45,37.62448237451981,-121.98487291217306,15920.0,41.0,35.0,0.286,0.846,148.0,984.0,0.0,0.87,0.83,465,,01/01/2025 00:07:45
1087,2025-01-01 00:07:46,37.87909716481263,-121.9817770315597,20088.0,12.0,5.0,0.021,0.93,112.0,269.0,0.0,0.83,0.81,466,,01/01/2025 00:07:46
1088,2025-01-01 00:07:47,37.35257129689085,-121.507310315938,29644.0,11.0,31.0,0.012,0.775,49.0,378.0,0.0,0.93,0.81,467,,01/01/2025 00:07:47
1026,2025-01-01 00:07:48,37.070042539227984,-121.22926742396182,11169.0,34.0,6.0,0.173,0.758,272.0,777.0,0.0,0.79,0.78,468,,01/01/2025 00:07:48
1068,2025-01-01 00:07:49,37.353833532079896,-121.422372793486,12982.0,16.0,49.0,0.221,0.832,40.0,967.0,1.0,0.98,0.83,469,,01/01/2025 00:07:49
1049,2025-01-01 00:07:50,37.00508666928998,-121.96367697825478,22193.0,24.0,44.0,0.065,0.705,65.0,451.0,0.0,0.94,0.86,470,,01/01/2025 00:07:50
1084,2025-01-01 00:07:51,37.18504215290324,-121.44792242989652,11182.0,33.0,45.0,0.151,0.788,99.0,611.0,0.0,0.8,0.88,471,,01/01/2025 00:07:51
1042,2025-01-01 00:07:52,37.052007556334345,-121.88674611986602,18272.0,16.0,14.0,0.262,0.826,257.0,345.0,0.0,0.81,0.77,472,,01/01/2025 00:07:52
1098,2025-01-01 00:07:53,37.38758532480879,-121.0346015045906,27542.0,24.0,28.0,0.229,0.874,194.0,442.0,0.0,0.86,0.92,473,,01/01/2025 00:07:53
1069,2025-01-01 00:07:54,37.05974916922996,-121.64742685577808,15460.0,26.0,24.0,0.07,0.863,117.0,349.0,1.0,0.73,0.71,474,,01/01/2025 00:07:54
1008,2025-01-01 00:07:55,37.98392608357364,-121.49658517366504,27478.0,27.0,46.0,0.1,0.81,167.0,196.0,0.0,0.91,0.93,475,,01/01/2025 00:07:55
1090,2025-01-01 00:07:56,37.78191615297101,-121.6612611744723,28773.0,49.0,20.0,0.092,0.803,231.0,482.0,0.0,0.88,0.78,476,,01/01/2025 00:07:56
1064,2025-01-01 00:07:57,37.41953333280842,-121.53290660657731,16421.0,30.0,45.0,0.216,0.7,210.0,609.0,1.0,0.8,0.81,477,,01/01/2025 00:07:57
1029,2025-01-01 00:07:58,37.79042203179226,-121.0415391375062,29542.0,49.0,42.0,0.29,0.964,162.0,588.0,0.0,0.89,0.87,478,,01/01/2025 00:07:58
1014,2025-01-01 00:07:59,37.417361800424494,-121.73947330171175,,47.0,48.0,0.084,0.769,35.0,907.0,0.0,0.73,0.88,479,lidar_points,01/01/2025 00:07:59
1031,2025-01-01 00:08:00,37.64708152386486,-121.28191823262094,26574.0,32.0,46.0,0.176,0.807,182.0,358.0,0.0,0.99,0.83,480,,01/01/2025 00:08:00
1083,2025-01-01 00:08:01,37.82151611639535,-121.24471271525746,27639.0,44.0,47.0,0.297,0.706,210.0,100.0,1.0,0.72,0.98,481,,01/01/2025 00:08:01
1003,2025-01-01 00:08:02,37.68440248875402,-121.80938991272228,25805.0,13.0,45.0,0.047,0.987,236.0,318.0,0.0,0.8,0.96,482,,01/01/2025 00:08:02
1059,2025-01-01 00:08:03,37.08451084263817,-121.27085207451886,23567.0,9.0,22.0,0.198,0.848,272.0,533.0,0.0,0.99,0.77,483,,01/01/2025 00:08:03
1054,2025-01-01 00:08:04,37.04348557084148,-121.3520055202589,16877.0,6.0,39.0,0.1,0.707,121.0,638.0,0.0,0.82,0.88,484,,01/01/2025 00:08:04
1033,2025-01-01 00:08:05,37.56990493143105,-121.7089577980424,20412.0,46.0,34.0,0.298,0.775,100.0,399.0,0.0,0.97,0.92,485,,01/01/2025 00:08:05
1060,2025-01-01 00:08:06,37.196428572211936,-121.47731175057784,26203.0,32.0,41.0,0.033,0.964,,441.0,0.0,0.75,0.77,486,latency_ms,01/01/2025 00:08:06
1037,2025-01-01 00:08:07,37.98409303020099,-121.41001630789567,27388.0,17.0,9.0,0.135,0.813,246.0,666.0,0.0,0.72,0.71,487,,01/01/2025 00:08:07
1083,2025-01-01 00:08:08,37.016294195326594,-121.16344586033829,10463.0,19.0,41.0,0.076,0.907,129.0,814.0,0.0,0.73,0.99,488,,01/01/2025 00:08:08
1050,2025-01-01 00:08:09,37.74852602556342,-121.87517345516174,19740.0,18.0,15.0,0.01,0.884,132.0,754.0,0.0,0.99,0.99,489,,01/01/2025 00:08:09
1057,2025-01-01 00:08:10,37.04244338491662,-121.02802389190934,19710.0,47.0,8.0,0.289,0.842,255.0,193.0,0.0,0.73,0.8,490,,01/01/2025 00:08:10
1091,2025-01-01 00:08:11,37.61087251590206,-121.2308425624742,23251.0,43.0,41.0,0.17,0.95,70.0,309.0,0.0,0.9,0.77,491,,01/01/2025 00:08:11
1024,2025-01-01 00:08:12,37.4200436696624,-121.46502382320575,17972.0,18.0,15.0,0.21,0.712,143.0,143.0,0.0,0.83,0.75,492,,01/01/2025 00:08:12
1010,2025-01-01 00:08:13,37.63282320776771,-121.22377160121808,11629.0,7.0,16.0,0.186,0.974,220.0,571.0,0.0,0.96,0.91,493,,01/01/2025 00:08:13
1007,2025-01-01 00:08:14,37.761958390937856,-121.26683895740848,21225.0,14.0,32.0,0.045,0.915,125.0,451.0,0.0,0.79,0.93,494,,01/01/2025 00:08:14
1033,2025-01-01 00:08:15,37.03320041617541,-121.53987042249652,22580.0,42.0,30.0,0.051,0.959,38.0,313.0,0.0,0.71,0.83,495,,01/01/2025 00:08:15
1026,2025-01-01 00:08:16,37.52126057049858,-121.66394864267048,18538.0,10.0,38.0,0.188,0.705,296.0,296.0,0.0,0.92,0.77,496,,01/01/2025 00:08:16
1021,2025-01-01 00:08:17,37.94233977529759,-121.01139725257477,10449.0,24.0,5.0,0.234,0.725,271.0,424.0,0.0,0.88,0.83,497,,01/01/2025 00:08:17
1061,2025-01-01 00:08:18,37.2177832435129,-121.11561859468858,18897.0,39.0,10.0,0.183,0.762,171.0,761.0,0.0,0.83,0.85,498,,01/01/2025 00:08:18
1071,2025-01-01 00:08:19,37.07746834467885,-121.04907914371287,21137.0,47.0,37.0,0.171,0.878,161.0,980.0,0.0,0.8,0.86,499,,01/01/2025 00:08:19
1096,2025-01-01 00:08:20,37.770965008425165,-121.9515286232876,29425.0,24.0,28.0,0.224,0.728,211.0,266.0,0.0,0.97,0.83,500,,01/01/2025 00:08:20
1038,2025-01-01 00:08:21,37.741441790584645,-121.18477414185897,29711.0,48.0,38.0,0.073,0.979,289.0,505.0,0.0,0.74,0.7,501,,01/01/2025 00:08:21
1072,2025-01-01 00:08:22,37.39015450350466,-121.10877241636022,25514.0,7.0,12.0,0.219,0.925,11.0,490.0,1.0,0.74,0.84,502,,01/01/2025 00:08:22
1021,2025-01-01 00:08:23,37.8302472073466,-121.52310749890547,13251.0,8.0,20.0,0.123,0.942,263.0,661.0,0.0,0.7,0.8,503,,01/01/2025 00:08:23
1072,2025-01-01 00:08:24,37.543901090546,-121.10906477699235,29285.0,15.0,20.0,0.202,0.875,96.0,352.0,0.0,0.72,0.87,504,,01/01/2025 00:08:24
1030,2025-01-01 00:08:25,37.47536029805719,-121.89912169663148,25731.0,45.0,20.0,0.082,0.889,143.0,824.0,0.0,0.96,0.72,505,,01/01/2025 00:08:25
1033,2025-01-01 00:08:26,37.82185526379992,-121.9395255201725,20907.0,35.0,38.0,0.041,0.766,193.0,941.0,0.0,0.94,0.96,506,,01/01/2025 00:08:26
1067,2025-01-01 00:08:27,37.09813992346486,-121.70844128269978,14524.0,33.0,24.0,0.009,0.973,262.0,725.0,0.0,0.73,0.96,507,,01/01/2025 00:08:27
1077,2025-01-01 00:08:28,37.22389986038805,-121.9737575187785,13547.0,42.0,18.0,0.241,0.895,288.0,751.0,0.0,0.93,0.87,508,,01/01/2025 00:08:28
1058,2025-01-01 00:08:29,37.44413563463978,-121.31601121571951,25010.0,24.0,30.0,0.059,0.825,148.0,456.0,0.0,0.89,0.92,509,,01/01/2025 00:08:29
1007,2025-01-01 00:08:30,37.08543307601349,-121.07303071865296,18032.0,28.0,6.0,0.109,0.965,194.0,826.0,0.0,0.82,0.83,510,,01/01/2025 00:08:30
1052,2025-01-01 00:08:31,37.99587159268039,-121.70494324699612,15256.0,27.0,23.0,0.231,0.959,272.0,816.0,0.0,0.73,0.88,511,,01/01/2025 00:08:31
1098,2025-01-01 00:08:32,37.313531000782085,-121.34039519351283,15249.0,26.0,6.0,0.135,0.7,185.0,678.0,0.0,0.88,0.89,512,,01/01/2025 00:08:32
1085,2025-01-01 00:08:33,37.94774455248324,-121.5319514499428,29668.0,26.0,30.0,0.065,0.977,94.0,705.0,1.0,0.95,0.81,513,,01/01/2025 00:08:33
1053,2025-01-01 00:08:34,37.47445160949905,-121.74494280547454,14375.0,45.0,29.0,0.058,0.809,257.0,652.0,0.0,0.83,0.99,514,,01/01/2025 00:08:34
1069,2025-01-01 00:08:35,37.92451855846683,-121.0814374746128,17373.0,24.0,23.0,0.122,0.827,88.0,806.0,0.0,0.83,0.88,515,,01/01/2025 00:08:35
1096,2025-01-01 00:08:36,37.43998492761615,-121.0420875216214,16880.0,42.0,21.0,0.17,0.726,81.0,485.0,0.0,,1.0,516,obstacle_detection_accuracy,01/01/2025 00:08:36
1017,2025-01-01 00:08:37,37.81472461665256,-121.86524523145712,10912.0,45.0,34.0,0.118,0.963,229.0,924.0,0.0,0.76,0.83,517,,01/01/2025 00:08:37
1007,2025-01-01 00:08:38,37.75109860647983,-121.2330279308352,21961.0,11.0,16.0,0.271,0.862,101.0,414.0,0.0,0.75,0.71,518,,01/01/2025 00:08:38
1006,2025-01-01 00:08:39,37.94689528223297,-121.8111831507928,24521.0,28.0,25.0,0.001,0.972,117.0,288.0,0.0,0.91,0.79,519,,01/01/2025 00:08:39
1095,2025-01-01 00:08:40,37.6374515405572,-121.51177666271658,17572.0,48.0,40.0,0.121,0.934,244.0,959.0,0.0,0.9,0.9,520,,01/01/2025 00:08:40
1006,2025-01-01 00:08:41,37.2270850384182,-121.63901602505156,13404.0,41.0,44.0,0.223,0.969,174.0,344.0,0.0,0.97,0.97,521,,01/01/2025 00:08:41
1009,2025-01-01 00:08:42,37.54190162279795,-121.7560114238626,18382.0,29.0,32.0,0.267,0.984,126.0,788.0,0.0,0.8,0.88,522,,01/01/2025 00:08:42
1035,2025-01-01 00:08:43,37.14587471924084,-121.32419109156872,19586.0,18.0,37.0,0.108,0.966,228.0,788.0,0.0,0.76,0.84,523,,01/01/2025 00:08:43
1061,2025-01-01 00:08:44,37.33487006956769,-121.14460381558727,15931.0,33.0,13.0,0.202,0.763,163.0,988.0,0.0,0.83,0.72,524,,01/01/2025 00:08:44
1050,2025-01-01 00:08:45,37.78918793745222,-121.2188300608532,13495.0,7.0,22.0,0.174,0.721,85.0,654.0,0.0,0.82,0.74,525,,01/01/2025 00:08:45
1094,2025-01-01 00:08:46,37.0139679257893,-121.27771626071237,13146.0,43.0,28.0,0.06,0.886,200.0,843.0,0.0,0.98,,526,decision_accuracy,01/01/2025 00:08:46
1030,2025-01-01 00:08:47,37.62086416328994,-121.93374286824064,14324.0,33.0,36.0,0.204,0.747,104.0,962.0,0.0,0.98,0.91,527,,01/01/2025 00:08:47
1009,2025-01-01 00:08:48,37.69298633908077,-121.90257311710756,18539.0,20.0,27.0,0.075,0.959,12.0,244.0,0.0,0.83,0.95,528,,01/01/2025 00:08:48
1083,2025-01-01 00:08:49,37.89979085729308,-121.53517036842322,17362.0,25.0,16.0,0.235,0.984,99.0,669.0,0.0,0.82,0.75,529,,01/01/2025 00:08:49
1034,2025-01-01 00:08:50,37.75646601193954,-121.44423699758374,27559.0,26.0,38.0,0.26,0.736,63.0,812.0,0.0,0.83,0.8,530,,01/01/2025 00:08:50
1028,2025-01-01 00:08:51,37.40282251086387,-121.27661373902872,17144.0,25.0,30.0,0.144,0.771,207.0,631.0,0.0,0.92,0.84,531,,01/01/2025 00:08:51
1093,2025-01-01 00:08:52,37.765578004601885,-121.64414421460869,26818.0,26.0,10.0,0.016,0.888,67.0,432.0,0.0,0.87,0.74,532,,01/01/2025 00:08:52
1048,2025-01-01 00:08:53,37.625478749209904,-121.97707385706536,17778.0,13.0,9.0,0.221,0.918,157.0,665.0,0.0,0.79,0.82,533,,01/01/2025 00:08:53
1030,2025-01-01 00:08:54,37.58675084291921,-121.96389862817291,24589.0,27.0,27.0,0.14,0.854,188.0,223.0,0.0,0.93,0.99,534,,01/01/2025 00:08:54
1096,2025-01-01 00:08:55,37.073742762828665,-121.14516944352724,10987.0,13.0,19.0,0.028,0.811,177.0,157.0,0.0,0.97,0.92,535,,01/01/2025 00:08:55
1067,2025-01-01 00:08:56,37.539682403246886,-121.8714473914482,16505.0,36.0,36.0,0.099,0.792,178.0,871.0,0.0,0.92,0.75,536,,01/01/2025 00:08:56
1097,2025-01-01 00:08:57,37.86709691002166,-121.06310618519468,20105.0,40.0,17.0,0.087,0.9,74.0,702.0,0.0,0.76,0.73,537,,01/01/2025 00:08:57
1016,2025-01-01 00:08:58,37.4368509440347,-121.66737200188028,15790.0,40.0,45.0,0.218,0.923,278.0,171.0,0.0,0.94,0.83,538,,01/01/2025 00:08:58
1097,2025-01-01 00:08:59,37.70415800698703,-121.41634693482618,13008.0,9.0,32.0,0.127,0.787,201.0,547.0,0.0,1.0,1.0,539,,01/01/2025 00:08:59
1095,2025-01-01 00:09:00,37.90373788166968,-121.83138180032915,26669.0,30.0,37.0,0.176,0.798,21.0,748.0,0.0,0.91,0.94,540,,01/01/2025 00:09:00
1096,2025-01-01 00:09:01,37.53416900084303,-121.54596252698975,14039.0,8.0,12.0,0.15,0.838,181.0,824.0,0.0,0.77,0.79,541,,01/01/2025 00:09:01
1036,2025-01-01 00:09:02,37.08812440274924,-121.12419070407545,11575.0,28.0,20.0,0.217,0.835,277.0,902.0,1.0,0.7,0.71,542,,01/01/2025 00:09:02
1094,2025-01-01 00:09:03,37.05424914951295,-121.01586727554664,18820.0,45.0,43.0,0.215,0.953,291.0,480.0,0.0,0.82,0.82,543,,01/01/2025 00:09:03
1089,2025-01-01 00:09:04,37.79770421561316,-121.23345715845667,23019.0,47.0,36.0,0.135,0.831,113.0,255.0,0.0,0.84,0.75,544,,01/01/2025 00:09:04
1094,2025-01-01 00:09:05,37.03270313448212,-121.23538240781424,22961.0,18.0,20.0,0.041,0.994,165.0,766.0,0.0,0.97,0.75,545,,01/01/2025 00:09:05
1094,2025-01-01 00:09:06,37.99891748172463,-121.1146874996587,12691.0,31.0,49.0,0.122,0.793,226.0,810.0,0.0,0.89,0.75,546,,01/01/2025 00:09:06
1027,2025-01-01 00:09:07,37.12750888740808,-121.7551067992892,26382.0,16.0,17.0,0.048,0.908,250.0,277.0,0.0,0.78,0.92,547,,01/01/2025 00:09:07
1037,2025-01-01 00:09:08,37.77513793554319,-121.26373330380426,11434.0,22.0,24.0,0.288,0.928,276.0,784.0,0.0,0.91,0.71,548,,01/01/2025 00:09:08
1009,2025-01-01 00:09:09,37.86771661655504,-121.44166354501358,29594.0,48.0,23.0,0.285,0.889,108.0,581.0,0.0,0.73,0.87,549,,01/01/2025 00:09:09
1071,2025-01-01 00:09:10,37.306428571894,-121.73831765700066,21125.0,13.0,15.0,0.137,0.81,166.0,369.0,0.0,0.76,0.93,550,,01/01/2025 00:09:10
1099,2025-01-01 00:09:11,37.54162320482244,-121.94452724491858,29761.0,6.0,31.0,0.008,0.777,49.0,640.0,0.0,0.92,0.75,551,,01/01/2025 00:09:11
1082,2025-01-01 00:09:12,37.95237546415706,-121.7991795484333,26948.0,42.0,20.0,0.112,0.881,186.0,209.0,0.0,0.79,0.97,552,,01/01/2025 00:09:12
1027,2025-01-01 00:09:13,37.95515490237146,-121.34980987616626,23970.0,36.0,13.0,0.269,0.898,81.0,415.0,0.0,0.71,0.72,553,,01/01/2025 00:09:13
1068,2025-01-01 00:09:14,37.93011193434485,-121.43015251967428,19542.0,17.0,17.0,0.086,0.777,190.0,256.0,0.0,0.85,0.9,554,,01/01/2025 00:09:14
1087,2025-01-01 00:09:15,37.274906687457,-121.93072914083731,15152.0,28.0,,0.187,0.801,120.0,156.0,0.0,0.9,0.75,555,camera_objects,01/01/2025 00:09:15
1006,2025-01-01 00:09:16,37.05954332996528,-121.4376881677551,18781.0,6.0,34.0,0.055,0.959,63.0,345.0,0.0,0.94,0.94,556,,01/01/2025 00:09:16
1083,2025-01-01 00:09:17,37.10279001867352,-121.60935068138762,12940.0,42.0,46.0,0.248,0.943,147.0,988.0,0.0,0.79,0.87,557,,01/01/2025 00:09:17
1001,2025-01-01 00:09:18,37.14187665419688,-121.9850683032072,21084.0,23.0,43.0,0.268,0.755,242.0,928.0,0.0,0.83,0.88,558,,01/01/2025 00:09:18
1056,2025-01-01 00:09:19,37.67167816071568,-121.09050786177816,21898.0,22.0,21.0,0.185,0.98,88.0,312.0,0.0,0.87,0.8,559,,01/01/2025 00:09:19
1009,2025-01-01 00:09:20,37.80243731394163,-121.7416238556852,25926.0,48.0,34.0,0.187,0.888,217.0,799.0,0.0,0.72,0.78,560,,01/01/2025 00:09:20
1081,2025-01-01 00:09:21,37.05032572003791,-121.44660455162958,29976.0,6.0,33.0,0.114,0.849,41.0,212.0,0.0,0.76,0.84,561,,01/01/2025 00:09:21
1097,2025-01-01 00:09:22,37.89040530151474,-121.41085570915205,20429.0,30.0,46.0,0.212,0.76,241.0,421.0,0.0,0.81,0.93,562,,01/01/2025 00:09:22
1013,2025-01-01 00:09:23,37.74730370218968,-121.50119097720976,19186.0,28.0,6.0,0.144,0.919,188.0,150.0,0.0,0.78,0.75,563,,01/01/2025 00:09:23
1073,2025-01-01 00:09:24,37.53028577633855,-121.76041799105244,19074.0,31.0,7.0,0.224,0.976,183.0,621.0,0.0,0.84,0.94,564,,01/01/2025 00:09:24
1031,2025-01-01 00:09:25,37.98996031927962,-121.59263345771863,22633.0,33.0,24.0,0.291,0.719,44.0,955.0,0.0,0.9,0.84,565,,01/01/2025 00:09:25
1052,2025-01-01 00:09:26,37.26518614614756,-121.70966895191032,19626.0,12.0,5.0,0.247,0.856,97.0,702.0,0.0,0.86,0.84,566,,01/01/2025 00:09:26
1002,2025-01-01 00:09:27,37.2180078349899,-121.56644368466796,29314.0,35.0,9.0,0.155,0.963,124.0,150.0,0.0,0.93,0.7,567,,01/01/2025 00:09:27
1047,2025-01-01 00:09:28,37.33480285530472,-121.91733947058296,25670.0,38.0,37.0,0.294,0.986,113.0,342.0,0.0,0.89,0.74,568,,01/01/2025 00:09:28
1007,2025-01-01 00:09:29,37.52652073065519,-121.8340519432385,28758.0,18.0,43.0,0.182,0.722,199.0,451.0,0.0,0.79,0.83,569,,01/01/2025 00:09:29
1008,2025-01-01 00:09:30,37.38683723080331,-121.86248318270714,25795.0,8.0,27.0,0.019,0.937,173.0,592.0,0.0,0.74,0.99,570,,01/01/2025 00:09:30
1074,2025-01-01 00:09:31,37.82950109821584,-121.40499832125514,19528.0,47.0,22.0,0.219,0.784,85.0,787.0,0.0,0.89,0.78,571,,01/01/2025 00:09:31
1015,2025-01-01 00:09:32,37.89449043043699,-121.34410438220466,14449.0,33.0,8.0,0.246,0.862,197.0,156.0,0.0,0.76,0.7,572,,01/01/2025 00:09:32
1097,2025-01-01 00:09:33,37.96666767476933,-121.08604397346068,10695.0,43.0,45.0,0.04,0.935,89.0,535.0,0.0,0.8,0.83,573,,01/01/2025 00:09:33
1087,2025-01-01 00:09:34,37.818251145788444,-121.73783784210144,25040.0,37.0,37.0,0.204,0.864,120.0,335.0,0.0,0.94,0.7,574,,01/01/2025 00:09:34
1030,2025-01-01 00:09:35,37.608112454074366,-121.606511214327,17537.0,25.0,30.0,0.276,0.733,29.0,839.0,1.0,0.77,0.8,575,,01/01/2025 00:09:35
1004,2025-01-01 00:09:36,37.613615198671326,-121.37756912155152,21207.0,45.0,26.0,0.075,0.877,185.0,412.0,0.0,0.86,0.81,576,,01/01/2025 00:09:36
1096,2025-01-01 00:09:37,37.18649143389286,-121.02824414620788,22543.0,5.0,34.0,0.176,0.735,237.0,952.0,0.0,0.73,0.7,577,,01/01/2025 00:09:37
1093,2025-01-01 00:09:38,37.26321225929919,-121.60848291988876,15164.0,31.0,30.0,0.082,0.804,192.0,953.0,0.0,0.82,0.93,578,,01/01/2025 00:09:38
1093,2025-01-01 00:09:39,37.99725945238147,-121.71038416154693,27378.0,6.0,5.0,0.232,0.867,105.0,826.0,0.0,0.99,0.97,579,,01/01/2025 00:09:39
1078,2025-01-01 00:09:40,37.26129839395155,-121.6122053852071,24463.0,47.0,10.0,0.174,0.997,276.0,985.0,0.0,0.99,1.0,580,,01/01/2025 00:09:40
1038,2025-01-01 00:09:41,37.466873538275486,-121.69070091206572,17538.0,14.0,21.0,0.128,0.918,186.0,111.0,0.0,0.98,0.85,581,,01/01/2025 00:09:41
1015,2025-01-01 00:09:42,37.38531006783115,-121.91491088629247,27730.0,14.0,35.0,0.009,0.791,21.0,560.0,0.0,0.88,0.79,582,,01/01/2025 00:09:42
1089,2025-01-01 00:09:43,37.68825845123613,-121.65401528595828,10843.0,34.0,8.0,0.283,0.963,183.0,901.0,1.0,0.79,0.92,583,,01/01/2025 00:09:43
